flight,image,filename
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181455_0016_T.JPG,DJI_20241216181455_0016_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181459_0017_T.JPG,DJI_20241216181459_0017_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181502_0018_T.JPG,DJI_20241216181502_0018_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181505_0019_T.JPG,DJI_20241216181505_0019_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181508_0020_T.JPG,DJI_20241216181508_0020_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181510_0021_T.JPG,DJI_20241216181510_0021_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181513_0022_T.JPG,DJI_20241216181513_0022_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181520_0024_T.JPG,DJI_20241216181520_0024_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181523_0025_T.JPG,DJI_20241216181523_0025_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181526_0026_T.JPG,DJI_20241216181526_0026_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181528_0027_T.JPG,DJI_20241216181528_0027_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181537_0030_T.JPG,DJI_20241216181537_0030_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181541_0031_T.JPG,DJI_20241216181541_0031_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181544_0032_T.JPG,DJI_20241216181544_0032_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181553_0035_T.JPG,DJI_20241216181553_0035_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181558_0037_T.JPG,DJI_20241216181558_0037_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181602_0038_T.JPG,DJI_20241216181602_0038_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181605_0039_T.JPG,DJI_20241216181605_0039_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181626_0046_T.JPG,DJI_20241216181626_0046_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181629_0047_T.JPG,DJI_20241216181629_0047_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181632_0048_T.JPG,DJI_20241216181632_0048_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181634_0049_T.JPG,DJI_20241216181634_0049_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181637_0050_T.JPG,DJI_20241216181637_0050_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181640_0051_T.JPG,DJI_20241216181640_0051_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181652_0055_T.JPG,DJI_20241216181652_0055_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181655_0056_T.JPG,DJI_20241216181655_0056_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181702_0058_T.JPG,DJI_20241216181702_0058_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181705_0059_T.JPG,DJI_20241216181705_0059_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181707_0060_T.JPG,DJI_20241216181707_0060_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181711_0061_T.JPG,DJI_20241216181711_0061_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181713_0062_T.JPG,DJI_20241216181713_0062_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181717_0063_T.JPG,DJI_20241216181717_0063_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181719_0064_T.JPG,DJI_20241216181719_0064_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181723_0065_T.JPG,DJI_20241216181723_0065_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181726_0066_T.JPG,DJI_20241216181726_0066_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181729_0067_T.JPG,DJI_20241216181729_0067_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181732_0068_T.JPG,DJI_20241216181732_0068_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181744_0072_T.JPG,DJI_20241216181744_0072_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181746_0073_T.JPG,DJI_20241216181746_0073_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181753_0075_T.JPG,DJI_20241216181753_0075_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181759_0077_T.JPG,DJI_20241216181759_0077_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181801_0078_T.JPG,DJI_20241216181801_0078_T.JPG
Flight01,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight01/DJI_20241216181805_0079_T.JPG,DJI_20241216181805_0079_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214329_0001_T.JPG,DJI_20241216214329_0001_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214332_0002_T.JPG,DJI_20241216214332_0002_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214335_0003_T.JPG,DJI_20241216214335_0003_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214338_0004_T.JPG,DJI_20241216214338_0004_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214356_0010_T.JPG,DJI_20241216214356_0010_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214359_0011_T.JPG,DJI_20241216214359_0011_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214402_0012_T.JPG,DJI_20241216214402_0012_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214405_0013_T.JPG,DJI_20241216214405_0013_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214408_0014_T.JPG,DJI_20241216214408_0014_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214411_0015_T.JPG,DJI_20241216214411_0015_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214414_0016_T.JPG,DJI_20241216214414_0016_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214417_0017_T.JPG,DJI_20241216214417_0017_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214420_0018_T.JPG,DJI_20241216214420_0018_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214423_0019_T.JPG,DJI_20241216214423_0019_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214426_0020_T.JPG,DJI_20241216214426_0020_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214429_0021_T.JPG,DJI_20241216214429_0021_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214432_0022_T.JPG,DJI_20241216214432_0022_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214435_0023_T.JPG,DJI_20241216214435_0023_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214438_0024_T.JPG,DJI_20241216214438_0024_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214441_0025_T.JPG,DJI_20241216214441_0025_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214444_0026_T.JPG,DJI_20241216214444_0026_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214447_0027_T.JPG,DJI_20241216214447_0027_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214450_0028_T.JPG,DJI_20241216214450_0028_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214453_0029_T.JPG,DJI_20241216214453_0029_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214456_0030_T.JPG,DJI_20241216214456_0030_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214459_0031_T.JPG,DJI_20241216214459_0031_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214502_0032_T.JPG,DJI_20241216214502_0032_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214505_0033_T.JPG,DJI_20241216214505_0033_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214508_0034_T.JPG,DJI_20241216214508_0034_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214511_0035_T.JPG,DJI_20241216214511_0035_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214514_0036_T.JPG,DJI_20241216214514_0036_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214517_0037_T.JPG,DJI_20241216214517_0037_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214520_0038_T.JPG,DJI_20241216214520_0038_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214523_0039_T.JPG,DJI_20241216214523_0039_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214526_0040_T.JPG,DJI_20241216214526_0040_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214529_0041_T.JPG,DJI_20241216214529_0041_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214532_0042_T.JPG,DJI_20241216214532_0042_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214535_0043_T.JPG,DJI_20241216214535_0043_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214538_0044_T.JPG,DJI_20241216214538_0044_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214541_0045_T.JPG,DJI_20241216214541_0045_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214544_0046_T.JPG,DJI_20241216214544_0046_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214547_0047_T.JPG,DJI_20241216214547_0047_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214550_0048_T.JPG,DJI_20241216214550_0048_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214553_0049_T.JPG,DJI_20241216214553_0049_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214556_0050_T.JPG,DJI_20241216214556_0050_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214559_0051_T.JPG,DJI_20241216214559_0051_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214602_0052_T.JPG,DJI_20241216214602_0052_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214605_0053_T.JPG,DJI_20241216214605_0053_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214608_0054_T.JPG,DJI_20241216214608_0054_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214611_0055_T.JPG,DJI_20241216214611_0055_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214614_0056_T.JPG,DJI_20241216214614_0056_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214617_0057_T.JPG,DJI_20241216214617_0057_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214620_0058_T.JPG,DJI_20241216214620_0058_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214623_0059_T.JPG,DJI_20241216214623_0059_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214626_0060_T.JPG,DJI_20241216214626_0060_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214629_0061_T.JPG,DJI_20241216214629_0061_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214632_0062_T.JPG,DJI_20241216214632_0062_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214635_0063_T.JPG,DJI_20241216214635_0063_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214638_0064_T.JPG,DJI_20241216214638_0064_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214641_0065_T.JPG,DJI_20241216214641_0065_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214644_0066_T.JPG,DJI_20241216214644_0066_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214647_0067_T.JPG,DJI_20241216214647_0067_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214650_0068_T.JPG,DJI_20241216214650_0068_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214653_0069_T.JPG,DJI_20241216214653_0069_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214656_0070_T.JPG,DJI_20241216214656_0070_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214659_0071_T.JPG,DJI_20241216214659_0071_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214702_0072_T.JPG,DJI_20241216214702_0072_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214705_0073_T.JPG,DJI_20241216214705_0073_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214708_0074_T.JPG,DJI_20241216214708_0074_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214711_0075_T.JPG,DJI_20241216214711_0075_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214714_0076_T.JPG,DJI_20241216214714_0076_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214717_0077_T.JPG,DJI_20241216214717_0077_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214720_0078_T.JPG,DJI_20241216214720_0078_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214723_0079_T.JPG,DJI_20241216214723_0079_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216214726_0080_T.JPG,DJI_20241216214726_0080_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220415_0001_T.JPG,DJI_20241216220415_0001_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220418_0002_T.JPG,DJI_20241216220418_0002_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220421_0003_T.JPG,DJI_20241216220421_0003_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220424_0004_T.JPG,DJI_20241216220424_0004_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220427_0005_T.JPG,DJI_20241216220427_0005_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220430_0006_T.JPG,DJI_20241216220430_0006_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220433_0007_T.JPG,DJI_20241216220433_0007_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220436_0008_T.JPG,DJI_20241216220436_0008_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220439_0009_T.JPG,DJI_20241216220439_0009_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220442_0010_T.JPG,DJI_20241216220442_0010_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220445_0011_T.JPG,DJI_20241216220445_0011_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220448_0012_T.JPG,DJI_20241216220448_0012_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220451_0013_T.JPG,DJI_20241216220451_0013_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220454_0014_T.JPG,DJI_20241216220454_0014_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220457_0015_T.JPG,DJI_20241216220457_0015_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220500_0016_T.JPG,DJI_20241216220500_0016_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220503_0017_T.JPG,DJI_20241216220503_0017_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220506_0018_T.JPG,DJI_20241216220506_0018_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220509_0019_T.JPG,DJI_20241216220509_0019_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220512_0020_T.JPG,DJI_20241216220512_0020_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220515_0021_T.JPG,DJI_20241216220515_0021_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220518_0022_T.JPG,DJI_20241216220518_0022_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220521_0023_T.JPG,DJI_20241216220521_0023_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220524_0024_T.JPG,DJI_20241216220524_0024_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220527_0025_T.JPG,DJI_20241216220527_0025_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220530_0026_T.JPG,DJI_20241216220530_0026_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220536_0028_T.JPG,DJI_20241216220536_0028_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220539_0029_T.JPG,DJI_20241216220539_0029_T.JPG
Flight02,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight02/DJI_20241216220542_0030_T.JPG,DJI_20241216220542_0030_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035027_0001_T.JPG,DJI_20250323035027_0001_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035029_0002_T.JPG,DJI_20250323035029_0002_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035031_0003_T.JPG,DJI_20250323035031_0003_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035034_0004_T.JPG,DJI_20250323035034_0004_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035035_0005_T.JPG,DJI_20250323035035_0005_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035037_0006_T.JPG,DJI_20250323035037_0006_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035039_0007_T.JPG,DJI_20250323035039_0007_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035041_0008_T.JPG,DJI_20250323035041_0008_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035043_0009_T.JPG,DJI_20250323035043_0009_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035045_0010_T.JPG,DJI_20250323035045_0010_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035047_0011_T.JPG,DJI_20250323035047_0011_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035049_0012_T.JPG,DJI_20250323035049_0012_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035051_0013_T.JPG,DJI_20250323035051_0013_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035053_0014_T.JPG,DJI_20250323035053_0014_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035055_0015_T.JPG,DJI_20250323035055_0015_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035057_0016_T.JPG,DJI_20250323035057_0016_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035059_0017_T.JPG,DJI_20250323035059_0017_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035101_0018_T.JPG,DJI_20250323035101_0018_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035103_0019_T.JPG,DJI_20250323035103_0019_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035105_0020_T.JPG,DJI_20250323035105_0020_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035107_0021_T.JPG,DJI_20250323035107_0021_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035109_0022_T.JPG,DJI_20250323035109_0022_T.JPG
Flight03,/content/drive/My Drive/train_images_pinv0123_2/train/images/Flight03/DJI_20250323035111_0023_T.JPG,DJI_20250323035111_0023_T.JPG
